stockCode,stockName,stockInfo,stockDate,stockIndex,stockK,stockD,amount
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-16,35.8,86.3485,87.3202,2000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-15,36.1,92.5663,87.806,13000.0
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-12,35.95,88.8495,85.4258,
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2018-01-11,35.4,83.2742,83.714,
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2017-10-31(LOWEST),33.85,32.5606,37.1653
5706,鳳凰,歐洲線33.15%、大陸線16.32%、東北亞線12.03%、郵輪線10.69%、美洲線10.09%、亞洲線6.07%、紐澳線5.10%、其他3.62%、國民旅遊2.93% (2016年),2011-10-21 上市

5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-30,17.15,38.4418,58.9091,,https://tw.stock.yahoo.com/q/ta?s=5880&tech_submit=%ACd+%B8%DF
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-29,17.3,57.6627,69.1427,477000.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-26,17.35,69.8274,74.8828,2068400.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-25,17.4,71.4077,77.4105,5664183.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-24,17.25,57.1116,80.4118,-1953460.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-23,17.35,85.6674,92.062,2316475.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-22,17.35,91.001,95.2593,-5167000.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-19,17.4,99.0015,97.3884,629898.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-18,17.4,98.5023,96.5818,4564698.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-17,17.35,97.7535,95.6216,3396650.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-16,17.35,96.6302,94.5557,1476579.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-15,17.35,94.9453,93.5184,1509360.0
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-12,17.3,92.4179,92.8049,
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2018-01-11,17.2,92.1983,92.9984,
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2016-01-21(LOWEST),12.8,13.1772,12.6627
5880,合庫金,淨利息收益78.50%、手續費15.30%、備供出售金融資產之已實現損益3.80%、兌換損益1.70%、其他1.20%、以成本衡量之金融資產損益0.70%、透過損益按FV衡量之金融資產負債0.70%、投資性不動產損益0.50%、無活絡市場金融資產已實現淨損益0.40% (20,2011-12-01 上市

5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-30,23.0,25.9572,28.4722,,https://tw.stock.yahoo.com/q/ta?s=5907&tech_submit=%ACd+%B8%DF
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-29,23.25,38.9358,29.7297,-1000.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-26,23.35,38.4038,25.1266,29000.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-25,23.3,17.6057,18.488,0.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-24,23.3,14.87,18.9291,27000.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-23,23.4,14.4103,20.9587,-61000.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-22,23.15,10.7459,24.2329,-8000.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-19,23.35,16.1189,30.9764,35000.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-18,23.35,19.4164,38.4051,39000.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-17,23.25,25.5531,47.8995,40000.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-16,23.3,38.3297,59.0727,16000.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-15,23.8,57.4945,69.4441,-19000.0
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-12,24.1,69.5752,75.4189,
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2018-01-11,24.3,76.9434,78.3408,
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2017-11-16(LOWEST),20.15,8.62128,19.0417
5907,大洋-KY,專櫃聯營53.12%、租金及其他26.85%、專櫃直營20.04% (2016年),2012-06-06 上市

8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-30,23.75,0.430152,2.05508,,https://tw.stock.yahoo.com/q/ta?s=8429&tech_submit=%ACd+%B8%DF
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-29,23.85,0.645228,2.86755,-8000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-26,23.95,0.967841,3.97871,4000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-25,24.0,1.45176,5.48414,-14000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-24,24.05,2.17764,7.50033,-13660.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-23,24.05,3.26646,10.1617,-3000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-22,24.05,4.8997,13.6093,-5532.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-19,24.1,7.34955,17.9641,-61000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-18,24.55,11.0243,23.2713,-34000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-17,24.45,12.8328,29.3948,41000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-16,24.5,19.2492,37.6759,-16000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-15,24.55,28.8737,46.8892,-5000.0
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-12,24.7,43.3106,55.897,
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2018-01-11,24.65,53.7414,62.1902,
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2017-12-27(LOWEST),23.65,21.155,29.5492
8429,金麗-KY,休閒鞋56.27%、服飾(含牛仔服飾)42.89%、配件0.69%、化妝品0.14% (2016年),2012-12-20 上市

9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-30,1.47,12.2636,19.8327,,https://tw.stock.yahoo.com/q/ta?s=9103&tech_submit=%ACd+%B8%DF
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-29,1.46,10.0621,23.6173,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-26,1.46,15.0931,30.3949,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-25,1.47,22.6396,38.0459,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-24,1.49,33.9594,45.749,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-23,1.47,30.9392,51.6437,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-22,1.48,46.4088,61.996,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-19,1.51,69.6131,69.7896,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-18,1.52,71.0864,69.8779,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-17,1.52,69.1296,69.2737,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-16,1.51,66.1944,69.3457,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-15,1.51,65.9582,70.9214,-10000.0
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-12,1.5,65.604,73.403,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2018-01-11,1.49,73.406,77.3025,
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2017-04-24(LOWEST),1.31,0.532309,2.28498
9103,美德醫療-DR,製造74.30%、醫院服務20.66%、買賣及其他5.04% (2016年),2002-12-13 上市

9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-30,3.3,10.0957,10.5444,,https://tw.stock.yahoo.com/q/ta?s=9110&tech_submit=%ACd+%B8%DF
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-29,3.29,6.8102,10.7687,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-26,3.35,10.2153,12.748,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-25,3.3,5.32294,14.0143,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-24,3.3,7.98441,18.36,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-23,3.3,11.9766,23.5478,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-22,3.32,17.9649,29.3334,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-19,3.31,24.8641,35.0177,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-18,3.35,37.2961,40.0945,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-17,3.55,55.9441,41.4937,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-16,3.39,33.9162,34.2685,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-15,3.54,50.8743,34.4446,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-12,3.5,26.3115,26.2298,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-11,3.48,23.5581,26.1889,
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2018-01-29(LOWEST),3.29,6.8102,10.7687
9110,越南控-DR,摩托車84.08%、零件及引擎15.88%、模具及維修0.04% (2016年),2009-12-03 上市

911868,同方友友-DR,,2018-01-30,1.33,6.13351,7.9275,,https://tw.stock.yahoo.com/q/ta?s=911868&tech_submit=%ACd+%B8%DF
911868,同方友友-DR,,2018-01-29,1.34,9.20026,8.8245,-1000.0
911868,同方友友-DR,,2018-01-26,1.34,8.24483,8.63663,-5000.0
911868,同方友友-DR,,2018-01-25,1.33,6.81169,8.83252,-80000.0
911868,同方友友-DR,,2018-01-24,1.36,10.2175,9.84294,-5000.0
911868,同方友友-DR,,2018-01-23,1.36,8.18345,9.65564,-10000.0
911868,同方友友-DR,,2018-01-22,1.36,7.72971,10.3917,-1000.0
911868,同方友友-DR,,2018-01-19,1.35,8.02314,11.7227,-6000.0
911868,同方友友-DR,,2018-01-18,1.41,12.0347,13.5726,
911868,同方友友-DR,,2018-01-17,1.42,12.4965,14.3415,
911868,同方友友-DR,,2018-01-16,1.4,7.63367,15.2639,8000.0
911868,同方友友-DR,,2018-01-15,1.4,11.4505,19.0791,5000.0
911868,同方友友-DR,,2018-01-12,1.4,17.1757,22.8934,
911868,同方友友-DR,,2018-01-11,1.46,25.7636,25.7522,
911868,同方友友-DR,,2018-01-30(LOWEST),1.33,6.13351,7.9275
911868,同方友友-DR,,2009-12-22 上市

